i,beat,label,text,decl,top,h,eStartY,eStartTop,eDoneY,eDoneTop,eDoneBot,xStartY,xStartTop,goneY,peak,dwellPx,dwellS,lifePx,lifeS,yDue,beatStart,beatEnd
15,2,"h2","The path.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",2350,36,1569.5,788.6,1716.5,637.6,673.2,2359.5,-22.4,2433.5,1,643,0.86,864,1.15,1844.7,1738.7,3741.7
16,2,"p.bright","Five years of query logs. Zero structure.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",2403,52,1641.5,767.8,1799.5,606.3,658.3,2428.5,-36.2,2503.5,1,629,0.84,862,1.15,1905.7,1738.7,3741.7
17,2,"p.mutedln","The job before this run: teach the records shape. It’s where I learn","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",2463,57,1720.5,747.3,1878.5,586.8,643.8,2493.5,-40.2,2568.5,1,615,0.82,848,1.13,1968.2,1738.7,3741.7
18,2,"p.prov.mono","itsm data integration intern — miami university · jun 2025 – may 202","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",2542,261,1821.5,758.7,2006.5,538.7,799.6,2646.5,-111.3,2813.5,1,640,0.85,992,2.92,2149.2,1738.7,3741.7
19,2,"p.handoff","↳ the freight has papers — the inventory’s case file ↗","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",2821,57,1982.5,867.2,2065.5,758.7,816.2,2799.5,15.2,2889.5,1,734,2.58,907,2.81,2326.2,1738.7,3741.7
20,2,"figure.plate","the freight1.6m+ oas query logs5 yrs · 1,153 userspython · sqlfield-","in .04 .45 x -10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",2904,672,2157.5,827.3,2677.5,228.3,899.8,3217.5,-319.7,3509.5,1,540,2.32,1352,3.4,2716.7,1738.7,3741.7
21,2,"div.schoolrec","the school record — filed with the runmiami university · oxford, oh ","in .0 .25 y 6 | out .84 1.0 y -5 | drift 10",3617,597,2794.5,877,3095.5,525.5,1122.9,4007.5,-396,4200.5,1,912,1.22,1406,1.87,3392.2,1738.7,3741.7
22,3,"p.kicker","¶ 04 · first station — 08:47","in .04 .22 x -7 | out .96 1.06 y -4",4368,19,3567.5,804.8,3697.5,673.3,692.3,4361.5,0.3,4433.5,1,664,0.89,866,2.75,3854.2,3741.7,5007.7
23,3,"h2","Applied.","in .06 .26 x -9 | out .96 1.06 y -4 | drift 22",4405,36,3624.5,789.4,3771.5,638.4,674,4414.5,-21.6,4488.5,1,643,2.46,864,2.75,3899.7,3741.7,5007.7
24,3,"p.bright","Your inbox already knows where you applied.","in .08 .29 x -7 | out .96 1.06 y -4 | drift 18",4458,52,3696.5,768.6,3854.5,607.1,659.1,4483.5,-35.4,4558.5,1,629,2.44,862,2.75,3960.7,3741.7,5007.7
25,3,"p.mutedln","Applied reads it — on a device you control, and defers to you when i","in .1 .31 x -6 | out .96 1.06 y -4 | drift 16",4518,57,3775.5,748.1,3933.5,587.6,644.6,4548.5,-39.4,4623.5,1,615,2.42,848,2.73,4023.2,3741.7,5007.7
26,3,"p.prov.mono","201 regex rules ⟶ e5 embeddings ⟶ fine-tuned setfit macro-f1 0.9791 ","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",4597,190,3868.5,767.5,4041.5,559.5,749.3,4640.5,-49.5,4796.5,1,599,2.4,928,2.84,4168.7,3741.7,5007.7
27,3,"p.handoff","↳ the sorted mail lands in the case file ↗ · source ↗ · live build ↗","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",4805,57,3966.5,867.8,4049.5,759.3,816.8,4783.5,15.8,4873.5,1,734,2.58,907,2.81,4310.2,3741.7,5007.7
28,3,"figure.plate","inboxrulese5 similaritygated setfitappliedinterviewrejectedneeds-rev","in .04 .43 x 10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",4888,540,4131.5,836,4583.5,307.4,847.3,5101.5,-219.1,5367.5,1,518,0.69,1236,3.25,4634.7,3741.7,5007.7
29,4,"p.kicker","¶ 05 · second station — 12:06","in .04 .22 x 7 | out .96 1.06 y -4",5690,19,4889.5,804.2,5019.5,672.7,691.7,5683.5,-0.3,5755.5,1,664,2.49,866,2.75,5176.2,5007.7,6273.7
30,4,"h2","Cadence.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",5727,36,4946.5,788.8,5093.5,637.8,673.4,5736.5,-22.2,5810.5,1,643,2.46,864,2.75,5221.7,5007.7,6273.7
31,4,"p.bright","Plans, the way you’d say them out loud.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",5780,52,5018.5,768,5176.5,606.5,658.5,5805.5,-36,5880.5,1,629,2.44,862,2.75,5282.7,5007.7,6273.7
32,4,"p.mutedln","Type a sentence; it becomes the event — attendees, Meet link and all","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",5840,57,5097.5,747.5,5255.5,587,644,5870.5,-40,5945.5,1,615,2.42,848,2.73,5345.2,5007.7,6273.7
33,4,"p.prov.mono","1,145 automated tests — 634 frontend + 511 backend 4-stage parse — c","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",5919,213,5193.5,763.9,5370.5,551.9,765.4,5982.5,-70.1,6141.5,1,612,2.42,948,2.86,5502.2,5007.7,6273.7
34,4,"p.handoff","↳ the committed plan lands in the case file ↗ · source ↗ · live buil","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",6150,57,5311.5,868,5394.5,759.5,816.9,6128.5,16,6218.5,1,734,2.58,907,2.81,5655.2,5007.7,6273.7
35,4,"figure.plate","“lunch with Sam next Tuesday at noon, add a Meet.” motuwethfrsasu sa","in .04 .43 x -10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",6233,405,5467.5,843.1,5875.5,360.5,765.9,6343.5,-116,6583.5,1,468,0.62,1116,3.09,5912.2,5007.7,6273.7
36,5,"p.kicker","¶ 06 · third station — 15:23","in .04 .22 x -7 | out .96 1.06 y -4",6848,19,6047.5,804.2,6177.5,672.7,691.7,6841.5,-0.3,6913.5,1,664,0.89,866,1.15,6334.2,6273.7,7957.7
37,5,"h2","Glyph.","in .06 .26 x -9 | out .96 1.06 y -4 | drift 22",6885,36,6104.5,788.8,6251.5,637.8,673.4,6894.5,-22.2,6968.5,1,643,0.86,864,1.15,6379.7,6273.7,7957.7
38,5,"p.bright","No frameworks. Just math, memory, and C++.","in .08 .29 x -7 | out .96 1.06 y -4 | drift 18",6938,52,6176.5,768,6334.5,606.5,658.5,6963.5,-36,7038.5,1,629,0.84,862,1.15,6440.7,6273.7,7957.7
39,5,"p.mutedln","The network below is awake in this tab — 45.9 KB of WebAssembly, no ","in .1 .31 x -6 | out .96 1.06 y -4 | drift 16",6998,86,6258.5,744.5,6422.5,578,663.5,7056.5,-68,7134.5,1,634,0.85,876,2.77,6517.7,6273.7,7957.7
40,5,"p.prov.mono","97.01% on the 10,000-image mnist test set — 9,701/10,000 · macro-f1 ","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",7106,142,6372.5,771.4,6537.5,571.4,713.7,7108.5,-9.6,7257.5,1,571,0.76,885,2.78,6653.7,6273.7,7957.7
41,5,"p.handoff","↳ your sample’s reader lands in the case file ↗ · source ↗ · live bu","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",7266,57,6427.5,867.3,6510.5,758.8,816.2,7244.5,15.3,7334.5,1,734,2.58,907,2.81,6771.2,6273.7,7957.7
42,5,"figure.plate","draw a digit 0–9— the run needs a sample ● awake · local clear input","in .04 .48 x 10 y 8 s .968 | out .76 .98 y -7 s .985 | drift 12",7349,1082,6631.5,804.5,7341.5,9.3,1091.4,8012.5,-669.7,8367.5,1,671,0.89,1736,3.91,7366.7,6273.7,7957.7
43,6,"p.kicker","¶ 07 · fourth station — 19:36","in .04 .22 x 7 | out .96 1.06 y -4",8532,19,7731.5,804.2,7861.5,672.7,691.7,8525.5,-0.3,8597.5,1,664,0.89,866,1.15,8018.2,7957.7,9441.7
44,6,"h2","jetpack-compress.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",8569,36,7788.5,788.8,7935.5,637.8,673.4,8578.5,-22.3,8652.5,1,643,0.86,864,1.15,8063.7,7957.7,9441.7
45,6,"p.bright","One gzip stream, many virtual threads.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",8622,52,7860.5,768,8018.5,606.5,658.5,8647.5,-36,8722.5,1,629,0.84,862,2.75,8124.7,7957.7,9441.7
46,6,"p.mutedln","The stream splits, the threads compress in parallel, and the lanes s","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",8682,57,7939.5,747.5,8097.5,587,644,8712.5,-40,8787.5,1,615,2.42,848,2.73,8187.2,7957.7,9441.7
47,6,"p.prov.mono","6.5× single-threaded java.util.zip — 455 vs 66 mb/s (99% ci bound; p","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",8761,213,8035.5,763.8,8212.5,551.8,765.3,8824.5,-70.2,8983.5,1,612,2.42,948,2.86,8344.2,7957.7,9441.7
48,6,"div.gzrow","gzip a sample in this tab","in .05 .19 y 4 | out .88 1.02 y -4 | drift 12",8989,32,8196.5,830.2,8298.5,694.7,726.7,8928.5,53.7,9031.5,1,630,2.44,835,2.71,8481.7,7957.7,9441.7
49,6,"p.mono","browser gzip on this page’s own html — an illustration, not jetpack’","in .03 .12 y 3 | out .9 1.02 y -3 | drift 10",9029,37,8216.5,841.2,8282.5,750.2,787.2,8988.5,34.7,9077.5,1,706,2.54,861,2.75,8524.2,7957.7,9441.7
50,6,"p.handoff","↳ the member lands in the readme @ af2c4b1 ↗ · source ↗ · live build","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",9084,57,8245.5,867.3,8328.5,758.8,816.2,9062.5,15.3,9152.5,1,734,2.58,907,2.81,8589.2,7957.7,9441.7
51,6,"figure.plate","byte streamvt-0vt-1vt-2vt-3deflateone gzip member — byte-valid the s","in .04 .47 x -10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",9167,748,8427.5,821.5,9000.5,168.3,916.6,9539.5,-378.7,9845.5,1,539,0.72,1418,3.49,9017.7,7957.7,9441.7
52,7,"p.kicker","¶ 08 · the honest hour — 21:07","in .05 .28 y 4 | out .48 .58 y 4",10016,19,9187.5,865.9,9293.5,726.4,745.4,,,,1,,,7826.5,16.84,9502.2,9441.7,11822.7
53,7,"h2.prose-h","LifeQuest. A prototype, told honestly.","in .07 .32 y 5 | out .48 .58 y 4 | drift 14",10053,68,9224.5,876,9330.5,728,795.8,,,,1,,,7789.5,16.79,9563.7,9441.7,11822.7
54,7,"p.mutedln","Job-seeking turned into missions so momentum survives the grind — a ","in .1 .36 y 5 | out .48 .58 y 4 | drift 12",10130,171,9310.5,866.4,9465.5,668.9,839.9,,,,1,,,7703.5,16.67,9692.2,9441.7,11822.7
55,7,"div.quests","01—mission card — playable… 02—tier ladder — working… 03—full-stack ","in .12 .38 y 6 | out .48 .58 y 4 | drift 10",10333,261,9603.5,782.9,9758.5,577.9,839.4,,,,1,,,7410.5,16.28,9940.2,9441.7,11822.7
56,7,"p.handoff","↳ no case file — a prototype has nothing to argue yet · source ↗ · l","in .14 .4 y 3 | out .48 .58 y 4",10612,57,9783.5,858,9889.5,726.5,783.9,,,,1,,,7230.5,16.04,10117.2,9441.7,11822.7
57,7,"p.mono","dusk. the light is the record: what shipped is lit, what didn’t stay","in .84 .95 y 4 | out 2 2.5 | drift 0",11704,41,11288,449.2,11406.5,297.7,338.9,,,,1,,,5726,12.43,11201.2,9441.7,11822.7
58,7,"figure.plate.bare","01✓02✓03✓04held05held fig. 08 — the ladder is the ledger: three step","in .08 .34 y 8 | out .48 .58 y 4 | drift 12",11771,525,11305.5,534,11460.5,313,838.1,11796.5,-27,11966.5,1,336,0.45,661,0.88,11510.2,9441.7,11822.7
59,8,"p.kicker","¶ 09 · last station — 22:05","in .04 .22 x 7 | out .96 1.06 y -4",12397,19,11596.5,804.4,11726.5,672.9,691.9,12390.5,-0.1,12462.5,1,664,0.89,866,1.15,11883.2,11822.7,13676.7
60,8,"h2","Agentic AutoML.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",12434,36,11653.5,789,11800.5,638,673.6,12443.5,-22,12517.5,1,643,0.86,864,1.15,11928.7,11822.7,13676.7
61,8,"p.bright","It runs the whole lifecycle — and refuses to finish alone.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",12487,52,11725.5,768.2,11883.5,606.7,658.7,12512.5,-35.8,12587.5,1,629,0.84,862,1.15,11989.7,11822.7,13676.7
62,8,"p.mutedln","The senior-design flagship: a LangGraph agent that works a notebook ","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",12547,114,11810.5,741.7,11979.5,570.2,684.2,12632.5,-94.8,12712.5,1,653,0.87,902,1.2,12080.7,11822.7,13676.7
63,8,"p.prov.mono","seven phases mirror the ml lifecycle · a human gate at every step 12","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",12683,261,11962.5,759.1,12147.5,539.1,800,12787.5,-110.9,12954.5,1,640,2.45,992,2.92,12290.2,11822.7,13676.7
64,8,"p.mono","no accuracy figure is quoted here because none is claimed — the work","in .03 .12 y 3 | out .9 1.02 y -3 | drift 10",12952,74,12140.5,840.5,12209.5,746.5,820.4,12945.5,1,13037.5,1,736,2.58,897,2.8,12465.7,11822.7,13676.7
65,8,"p.handoff","↳ the halted run lands in the case file ↗ · the repo, public — gpl-3","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",13044,57,12205.5,867.5,12288.5,759,816.5,13022.5,15.5,13112.5,1,734,2.58,907,2.81,12549.2,11822.7,13676.7
66,8,"figure.plate","langgraph supervisoragentic core · gpt-5.4✓✓✓✓✓✓the notebook, worked","in .04 .46 x -10 y 8 s .968 | out .74 .96 y -7 s .985 | drift 12",13127,1023,12403.5,809.9,13060.5,68.5,1091.5,13707.5,-586.5,14051.5,1,647,0.86,1648,3.8,13115.2,11822.7,13676.7
67,9,"p.kicker","¶ 10 · the review — 22:23","in .04 .22 x -7 | out .96 1.06 y -4",14317,19,13516.5,805,13646.5,673.5,692.5,14310.5,0.5,14382.5,1,664,2.49,866,2.75,13803.2,13676.7,14942.7
68,9,"h2","How I work.","in .06 .26 x -9 | out .96 1.06 y -4 | drift 22",14354,36,13573.5,789.6,13720.5,638.6,674.2,14363.5,-21.4,14437.5,1,643,2.46,864,2.75,13848.7,13676.7,14942.7
69,9,"p.mutedln","The run is nearly in. Before the gate, the discipline that drove it ","in .08 .29 x -6 | out .96 1.06 y -4 | drift 16",14397,86,13638.5,765.2,13802.5,598.2,683.7,14455.5,-66.8,14533.5,1,653,2.47,895,2.79,13916.7,13676.7,14942.7
70,9,"div.litany","Make it learn. 271 backend tests — jobtracker validation ledger ↗ Ma","in .09 .28 y 5 | drift 14",14508,271,13776.5,779.3,13954.5,558.3,829,14536.5,-33.2,14742.5,1,582,2.38,966,2.89,14120.2,13676.7,14942.7
71,9,"figure.plate","the reviewer’s marksthree real gates · dispositions honest classifie","in .04 .44 x 10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",14805,544,14049.5,835.2,14514.5,293.1,836.7,15021.5,-221.9,15288.5,1,507,0.68,1239,3.25,14553.7,13676.7,14942.7
72,10,"p.kicker","¶ 11 · the approval gate — 22:41","in .04 .26 y 4 | out 2 2.5 | drift 0",15534,19,14735.5,831.1,14894.5,639.6,658.6,,,,1,,,2278.5,4.64,15020.2,14942.7,16996.7
73,10,"h2","Every pipeline I build ends with a human decision.","in .06 .3 y 5 | out 2 2.5 | drift 0",15571,109,14797.5,814.2,14989.5,581.2,690,,,,1,,,2216.5,4.56,15102.2,14942.7,16996.7
74,10,"p.mutedln","This one ends with yours.","in .09 .34 y 5 | out 2 2.5 | drift 0",15691,30,14938.5,792.7,15121.5,569.2,599.6,,,,1,,,2075.5,4.37,15182.7,14942.7,16996.7
75,10,"ul.ladder","06:12 · the start 06:58 · who 07:52 · the yard 08:47 · applied 12:06","in .12 .4 y 6 | out 2 2.5 | drift 0",15753,374,15075.5,726.6,15360.5,393.1,766.9,,,,1,,,1938.5,4.18,15416.7,14942.7,16996.7
76,10,"p.mono","the run token you have been following halts here. it will wait as lo","in .2 .48 y 4 | out 2 2.5 | drift 0",16152,62,15504.5,680.5,15716.5,436,497.8,,,,1,,,1509.5,3.61,15659.7,14942.7,16996.7
77,10,"div.gatecard","run 042 — the manifest, complete. one day · eleven stops · six stati","in .1 .4 y 10 s .975 | out 2 2.5 | drift 0",16246,842,15600.5,738.8,16023.5,224.3,1066.2,,,,1,,,1413.5,3.48,16143.7,14942.7,16996.7
78,10,"footer","end of scroll, not of story · © 2026 ayush yadav — cincinnati, oh · ","in .06 .24 y 5 | out 2 2.5 | drift 0",17189,263,16423.5,806.5,16590.5,599,862.4,,,,1,,,590.5,0.79,16797.2,14942.7,16996.7
