i,beat,label,text,decl,top,h,eStartY,eStartTop,eDoneY,eDoneTop,eDoneBot,xStartY,xStartTop,goneY,peak,dwellPx,dwellS,lifePx,lifeS,yDue,beatStart,beatEnd
11,1,"div.dict","ap·prov·alapproval / əˈpruː·vəl / · noun 1. the moment a human signs","in .05 .19 y 4 | out .88 1.02 y -4 | drift 12",1661,123,820.5,881.3,940.5,725.3,847.9,1676.5,-21.7,1796.5,1,736,2.58,976,2.9,1164.5,504,1566
12,1,"p.nb","n.b. — every station on this line hands its output to a case file, s","in .0 .13 y 3 | out .92 1.03 y -4 | drift 10",1804,98,911.5,924.2,1020.5,788.2,886.3,1833.5,-34.8,1925.5,1,813,2.68,1014,2.95,1295,504,1566
13,1,"figure.plate","engineer of recordfiled 06:58 Ayush Yadav signs the line before you ","in .04 .44 x 10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",1399,388,580.5,900.3,1012.5,389.5,777.5,1482.5,-89,1730.5,1,470,2.23,1150,3.13,1035,504,1566
14,2,"p.kicker","¶ 03 · the yard — 07:52","in .04 .22 x 7 | out .96 1.06 y -4",2405,19,1551.5,857.9,1690.5,717.4,736.4,2396.5,2.4,2473.5,1,706,2.54,922,2.83,1856.5,1566,2988
15,2,"h2","The path.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",2442,58,1610.5,840.5,1771.5,675.5,733.2,2471.5,-41.5,2551.5,1,700,2.53,941,2.85,1913,1566,2988
16,2,"p.bright","Five years of query logs. Zero structure.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",2517,33,1703.5,820.8,1867.5,653.3,686.5,2522.5,-15.2,2600.5,1,655,2.47,897,2.8,1975.5,1566,2988
17,2,"p.mutedln","The job before this run: teach the records shape. It’s where I learn","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",2558,57,1765.5,798.5,1933.5,628,685,2586.5,-37,2666.5,1,653,2.47,901,2.8,2028.5,1566,2988
18,2,"p.prov.mono","itsm data integration intern — miami university · jun 2025 – may 202","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",2638,261,1867.5,810.9,2062.5,578.9,839.8,2734.5,-103.1,2909.5,1,672,2.5,1042,2.99,2210.5,1566,2988
19,2,"p.handoff","↳ the freight has papers — the inventory’s case file ↗","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",2916,34,2022.5,924.9,2108.5,811.9,846.4,2868.5,42.4,2962.5,1,760,2.61,940,2.85,2375,1566,2988
20,2,"figure.plate","the freight1.6m+ oas query logs5 yrs · 1,153 usersfield-usage tables","in .04 .45 x -10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",2456,444,1642.5,896.2,2103.5,355,799.3,2582.5,-132,2841.5,1,479,2.24,1199,3.2,2120,1566,2988
21,2,"div.schoolrec","the school record — filed with the runmiami university · oxford, oh ","in .0 .25 y 6 | out .84 1.0 y -5 | drift 10",2996,269,2113.5,940.4,2357.5,642.4,911.1,3097.5,-107.1,3253.5,1,740,0.99,1140,3.12,2572.5,1566,2988
22,3,"p.kicker","¶ 04 · first station — 08:47","in .04 .22 x -7 | out .96 1.06 y -4",3857,19,3003.5,857.2,3142.5,716.7,735.7,3848.5,1.7,3925.5,1,706,2.54,922,2.83,3308.5,2988,4140
23,3,"h2","Applied.","in .06 .26 x -9 | out .96 1.06 y -4 | drift 22",3894,58,3062.5,839.8,3223.5,674.8,732.5,3923.5,-42.2,4003.5,1,700,2.53,941,2.85,3365,2988,4140
24,3,"p.bright","Your inbox already knows where you applied.","in .08 .29 x -7 | out .96 1.06 y -4 | drift 18",3969,67,3158.5,817.1,3328.5,643.6,710.1,4007.5,-48.9,4088.5,1,679,2.51,930,2.84,3444.5,2988,4140
25,3,"p.mutedln","Applied reads it — on a device you control, and defers to you when i","in .1 .31 x -6 | out .96 1.06 y -4 | drift 16",4043,57,3250.5,798.1,3418.5,627.6,684.6,4071.5,-37.4,4151.5,1,653,2.47,901,2.8,3513.5,2988,4140
26,3,"p.prov.mono","201 regex rules ⟶ e5 embeddings ⟶ fine-tuned setfit macro-f1 0.9791 ","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",4123,190,3344.5,818.5,3527.5,598.5,788.2,4158.5,-42.5,4323.5,1,631,2.44,979,2.91,3660,2988,4140
27,3,"p.handoff","↳ the sorted mail lands in the case file ↗ · source ↗ · live build ↗","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",4330,57,3436.5,924.3,3524.5,809.3,866.8,4303.5,20.8,4399.5,1,779,2.64,963,2.88,3800.5,2988,4140
28,3,"figure.plate","rulese5 similaritygated setfitappliedinterviewrejectedneeds-reviewin","in .04 .43 x 10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",3900,444,3084.5,898,3523.5,379.3,823.6,4026.5,-132.2,4285.5,1,503,2.27,1201,3.2,3564,2988,4140
29,4,"p.kicker","¶ 05 · second station — 12:06","in .04 .22 x 7 | out .96 1.06 y -4",5013,19,4159.5,858,4298.5,717.5,736.5,5004.5,2.5,5081.5,1,706,2.54,922,2.83,4464.5,4140,5292
30,4,"h2","Cadence.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",5050,58,4218.5,840.6,4379.5,675.6,733.2,5079.5,-41.4,5159.5,1,700,2.53,941,2.85,4521,4140,5292
31,4,"p.bright","Plans, the way you’d say them out loud.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",5125,33,4311.5,820.8,4475.5,653.3,686.6,5130.5,-15.2,5208.5,1,655,2.47,897,2.8,4583.5,4140,5292
32,4,"p.mutedln","Type a sentence; it becomes the event — attendees, Meet link and all","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",5166,57,4373.5,798.6,4541.5,628.1,685.1,5194.5,-36.9,5274.5,1,653,2.47,901,2.8,4636.5,4140,5292
33,4,"p.prov.mono","1,145 automated tests — 634 frontend + 511 backend 4-stage parse — c","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",5246,213,4470.5,816,4656.5,593,806.5,5301.5,-62,5469.5,1,645,2.46,999,2.93,4794.5,4140,5292
34,4,"p.handoff","↳ the committed plan lands in the case file ↗ · source ↗ · live buil","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",5477,57,4583.5,924.5,4671.5,809.5,867,5450.5,21,5546.5,1,779,2.64,963,2.88,4947.5,4140,5292
35,4,"figure.plate","“lunch with Sam next Tuesday at noon, add a Meet.” motuwethfrsasu sa","in .04 .43 x -10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",5071,406,4253.5,899.8,4679.5,394.7,800.3,5168.5,-102.8,5420.5,1,489,2.25,1167,3.16,4716,4140,5292
36,5,"p.kicker","¶ 06 · third station — 15:23","in .04 .22 x -7 | out .96 1.06 y -4",6275,19,5421.5,856.9,5560.5,716.4,735.4,6266.5,1.4,6343.5,1,706,2.54,922,2.83,5726.5,5292,6624
37,5,"h2","Glyph.","in .06 .26 x -9 | out .96 1.06 y -4 | drift 22",6312,58,5480.5,839.5,5641.5,674.5,732.2,6341.5,-42.5,6421.5,1,700,2.53,941,2.85,5783,5292,6624
38,5,"p.bright","No frameworks. Just math, memory, and C++.","in .08 .29 x -7 | out .96 1.06 y -4 | drift 18",6387,67,5576.5,816.8,5746.5,643.3,709.8,6425.5,-49.2,6506.5,1,679,2.51,930,2.84,5862.5,5292,6624
39,5,"p.mutedln","The network below is awake in this tab — 45.9 KB of WebAssembly, no ","in .1 .31 x -6 | out .96 1.06 y -4 | drift 16",6461,57,5668.5,797.8,5836.5,627.3,684.3,6489.5,-37.7,6569.5,1,653,2.47,901,2.8,5931.5,5292,6624
40,5,"p.prov.mono","97.01% on the 10,000-image mnist test set — 9,701/10,000 · macro-f1 ","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",6541,142,5757.5,823.2,5932.5,611.2,753.5,6535.5,-1.8,6692.5,1,603,2.4,935,2.85,6054,5292,6624
41,5,"p.handoff","↳ your sample’s reader lands in the case file ↗ · source ↗ · live bu","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",6701,57,5807.5,923.6,5895.5,808.6,866,6674.5,20.1,6770.5,1,779,2.64,963,2.88,6171.5,5292,6624
42,5,"figure.plate","draw a digit 0–9— the run needs a sample ● awake · local clear input","in .04 .48 x 10 y 8 s .968 | out .76 .98 y -7 s .985 | drift 12",6250,533,5444.5,889,5972.5,279.5,812.5,6471.5,-228,6735.5,1,499,0.67,1291,3.32,5958.5,5292,6624
43,6,"p.kicker","¶ 07 · fourth station — 19:36","in .04 .22 x 7 | out .96 1.06 y -4",7452,19,6598.5,857.3,6737.5,716.8,735.8,7443.5,1.8,7520.5,1,706,2.54,922,2.83,6903.5,6624,7776
44,6,"h2","jetpack-compress.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",7489,58,6657.5,839.9,6818.5,674.9,732.6,7518.5,-42.1,7598.5,1,700,2.53,941,2.85,6960,6624,7776
45,6,"p.bright","One gzip stream, many virtual threads.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",7564,33,6750.5,820.2,6914.5,652.7,685.9,7569.5,-15.8,7647.5,1,655,2.47,897,2.8,7022.5,6624,7776
46,6,"p.mutedln","The stream splits, the threads compress in parallel, and the lanes s","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",7605,57,6812.5,797.9,6980.5,627.4,684.4,7633.5,-37.6,7713.5,1,653,2.47,901,2.8,7075.5,6624,7776
47,6,"p.prov.mono","6.5× single-threaded java.util.zip — 455 vs 66 mb/s (99% ci bound; p","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",7685,213,6909.5,815.3,7095.5,592.3,805.8,7740.5,-62.7,7908.5,1,645,2.46,999,2.93,7233.5,6624,7776
48,6,"div.gzrow","gzip a sample in this tab","in .05 .19 y 4 | out .88 1.02 y -4 | drift 12",7912,32,7066.5,886.2,7175.5,741.2,773.2,7845.5,60.2,7954.5,1,670,2.49,888,2.78,7370,6624,7776
49,6,"p.mono","browser gzip on this page’s own html — an illustration, not jetpack’","in .03 .12 y 3 | out .9 1.02 y -3 | drift 10",7952,37,7085.5,897.7,7155.5,800.7,837.6,7906.5,40.2,8001.5,1,751,2.6,916,2.82,7412.5,6624,7776
50,6,"p.handoff","↳ the member lands in the readme @ af2c4b1 ↗ · source ↗ · live build","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",8007,57,7113.5,924.2,7201.5,809.2,866.7,7980.5,20.7,8076.5,1,779,1.04,963,2.88,7477.5,6624,7776
51,6,"figure.plate","byte streamdeflateone gzip membervt-0vt-1vt-2vt-3member header ⟶ sti","in .04 .47 x -10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",7472,572,6668.5,888.2,7198.5,276.1,847.9,7696.5,-229.9,7979.5,1,498,2.26,1311,3.35,7200,6624,7776
52,7,"p.kicker","¶ 08 · the honest hour — 21:07","in .05 .28 y 4 | out .48 .58 y 4",8388,19,7503.5,924.5,7617.5,774.5,793.5,,,,1,,,5228.5,13.37,7839.5,7776,9294
53,7,"h2.prose-h","LifeQuest. A prototype, told honestly.","in .07 .32 y 5 | out .48 .58 y 4 | drift 14",8425,105,7540.5,935.1,7654.5,776.1,881.2,,,,1,,,5191.5,13.32,7919.5,7776,9294
54,7,"p.mutedln","Job-seeking turned into missions so momentum survives the grind — a ","in .1 .36 y 5 | out .48 .58 y 4 | drift 12",8539,143,7656.5,932.8,7793.5,750.8,893.3,8533.5,2.3,8714.5,1,740,0.99,1058,3.01,8052.5,7776,9294
55,7,"div.quests","01—mission card — playable… 02—tier ladder — working… 03—full-stack ","in .12 .38 y 6 | out .48 .58 y 4 | drift 10",8714,221,7876.5,894.8,8042.5,675.3,896.7,8533.5,179.3,8714.5,1,491,0.65,838,2.72,8266.5,7776,9294
56,7,"p.handoff","↳ no case file — a prototype has nothing to argue yet · source ↗ · l","in .14 .4 y 3 | out .48 .58 y 4",8953,57,8068.5,915.3,8182.5,774.3,831.8,8533.5,419.8,8714.5,1,351,0.47,646,2.46,8423.5,7776,9294
57,7,"p.mono","dusk. the light is the record: what shipped is lit, what didn’t stay","in .84 .95 y 4 | out 2 2.5 | drift 0",9508,41,9068.5,474.2,9189.5,318.7,359.9,,,,1,,,3663.5,9.68,8970.5,7776,9294
58,7,"figure.plate.bare","mission card✓tier ladder✓backend✓scaleheldfinishedheld fig. 08 — the","in .08 .34 y 8 | out .48 .58 y 4 | drift 12",8388,595,7924.5,536.5,8090.5,300,894.8,8533.5,-147.5,8714.5,1,443,0.59,790,2.65,8127.5,7776,9294
59,8,"p.kicker","¶ 09 · last station — 22:05","in .04 .22 x 7 | out .96 1.06 y -4",10106,19,9252.5,857,9391.5,716.5,735.5,10097.5,1.5,10174.5,1,706,2.54,922,2.83,9557.5,9294,10518
60,8,"h2","Agentic AutoML.","in .06 .26 x 9 | out .96 1.06 y -4 | drift 22",10143,58,9311.5,839.6,9472.5,674.6,732.3,10172.5,-42.4,10252.5,1,700,2.53,941,2.85,9614,9294,10518
61,8,"p.bright","It runs the whole lifecycle — and refuses to finish alone.","in .08 .29 x 7 | out .96 1.06 y -4 | drift 18",10218,67,9407.5,816.9,9577.5,643.4,709.9,10256.5,-49.1,10337.5,1,679,2.51,930,2.84,9693.5,9294,10518
62,8,"p.mutedln","The senior-design flagship: a LangGraph agent that works a notebook ","in .1 .31 x 6 | out .96 1.06 y -4 | drift 16",10292,114,9505.5,791.9,9684.5,610.4,724.4,10375.5,-92.6,10460.5,1,691,2.52,955,2.87,9791,9294,10518
63,8,"p.prov.mono","seven phases mirror the ml lifecycle · a human gate at every step 12","in .1 .3 y 4 | out .84 1.02 y -4 | drift 14",10429,237,9656.5,812.3,9846.5,585.3,822.5,10505.5,-83.7,10676.5,1,659,2.48,1020,2.96,9989.5,9294,10518
64,8,"p.mono","no accuracy figure is quoted here because none is claimed — the work","in .03 .12 y 3 | out .9 1.02 y -3 | drift 10",10674,74,9808.5,896,9881.5,796,869.9,10662.5,5.5,10760.5,1,781,2.64,952,2.87,10153,9294,10518
65,8,"p.handoff","↳ the halted run lands in the case file ↗ · the repo, public — gpl-3","in .0 .11 y 3 | out .9 1.02 y -3 | drift 10",10765,57,9871.5,924.5,9959.5,809.5,867,10738.5,21,10834.5,1,779,1.04,963,2.88,10235.5,9294,10518
66,8,"figure.plate","langgraph supervisoragentic core · gpt-5.4mcp registry ×12list_proje","in .04 .46 x -10 y 8 s .968 | out .74 .96 y -7 s .985 | drift 12",10211,506,9402.5,891.9,9896.5,316.8,823.2,10383.5,-178.2,10642.5,1,487,2.25,1240,3.25,9906,9294,10518
67,9,"p.kicker","¶ 10 · the review — 22:23","in .04 .22 x -7 | out .96 1.06 y -4",11419,19,10565.5,857,10704.5,716.5,735.5,11410.5,1.5,11487.5,1,706,2.54,922,2.83,10870.5,10518,11652
68,9,"h2","How I work.","in .06 .26 x -9 | out .96 1.06 y -4 | drift 22",11456,58,10624.5,839.6,10785.5,674.6,732.3,11485.5,-42.4,11565.5,1,700,2.53,941,2.85,10927,10518,11652
69,9,"p.mutedln","The run is nearly in. Before the gate, the discipline that drove it ","in .08 .29 x -6 | out .96 1.06 y -4 | drift 16",11521,57,10709.5,817.3,10877.5,646.3,703.3,11549.5,-37.7,11629.5,1,672,2.5,920,2.83,10991.5,10518,11652
70,9,"div.litany","Make it learn. 271 backend tests — jobtracker validation ledger ↗ Ma","in .09 .28 y 5 | drift 14",11604,264,10821.5,831.4,11006.5,600.9,865,11615.5,-17.6,11829.5,1,609,2.41,1008,2.94,11178,10518,11652
71,9,"figure.plate","the reviewer’s marksthree real gates · dispositions honest classifie","in .04 .44 x 10 y 8 s .968 | out .74 .97 y -7 s .985 | drift 12",11455,376,10636.5,900.1,11063.5,394.5,770.5,11529.5,-80,11775.5,1,466,2.22,1139,3.12,11085,10518,11652
72,10,"p.kicker","¶ 11 · the approval gate — 22:41","in .04 .26 y 4 | out 2 2.5 | drift 0",12355,19,11503.5,886.6,11672.5,683.1,702.1,,,,1,,,1228.5,3.24,11806.5,11652,12714
73,10,"h2","Every pipeline I build ends with a human decision.","in .06 .3 y 5 | out 2 2.5 | drift 0",12392,181,11572.5,863.2,11789.5,603.2,784.6,,,,1,,,1159.5,3.15,11924.5,11652,12714
74,10,"p.mutedln","This one ends with yours.","in .09 .34 y 5 | out 2 2.5 | drift 0",12584,30,11781.5,846.8,11976.5,608.8,639.1,,,,1,,,950.5,2.87,12041,11652,12714
75,10,"ul.ladder","06:12 · the start 06:58 · who 07:52 · the yard 08:47 · applied 12:06","in .12 .4 y 6 | out 2 2.5 | drift 0",12647,374,11920.5,779.1,12219.5,428.1,801.9,,,,1,,,811.5,2.68,12276,11652,12714
76,10,"p.mono","the run token you have been following halts here. it will wait as lo","in .2 .48 y 4 | out 2 2.5 | drift 0",13046,62,12354.5,726.5,12579.5,467,528.8,,,,1,,,377.5,0.5,12519,11652,12714
77,10,"div.gatecard","run 042 — the manifest, complete. one day · eleven stops · six stati","in .1 .4 y 10 s .975 | out 2 2.5 | drift 0",12355,468,11615.5,833.9,11959.5,397.6,865.1,,,,1,,,1116.5,3.09,12031,11652,12714
78,10,"footer","end of scroll, not of story · © 2026 ayush yadav — cincinnati, oh · ","in .06 .24 y 5 | out 2 2.5 | drift 0",12931,196,12108.5,866.1,12273.5,658.1,854.4,,,,1,,,623.5,2.43,12471,11652,12714
