i,beat,label,text,decl,top,h,eStartY,eStartTop,eDoneY,eDoneTop,eDoneBot,xStartY,xStartTop,goneY,peak,dwellPx,dwellS,lifePx,lifeS,yDue,beatStart,beatEnd
22,3,"p.kicker","¶ 04 · first station — 08:47","in .04 .22 s 1.05 r -1.2 | out .96 1.06 y -4 s .97 | drift 6",4368,19,3567.5,798.5,3697.5,672.3,691.3,4361.5,2.3,4433.5,1,664,0.89,866,2.75,3854.2,3741.7,5007.7
23,3,"h2","Applied.","in .06 .26 x -9 | out .96 1.06 y -4 s .985 | drift 22",4405,36,3624.5,789.4,3771.5,638.4,674,4414.5,-21.6,4488.5,1,643,2.46,864,2.75,3899.7,3741.7,5007.7
24,3,"p.bright","Your inbox already knows where you applied.","in .08 .29 x -7 | out .96 1.06 y -4 s .985 | drift 18",4458,52,3696.5,768.6,3854.5,607.1,659.1,4483.5,-35.4,4558.5,1,629,2.44,862,2.75,3960.7,3741.7,5007.7
25,3,"p.mutedln","Applied reads it — on a device you control, and defers to you when i","in .1 .31 x -6 | out .96 1.06 y -4 s .985 | drift 16",4518,57,3775.5,748.1,3933.5,587.6,644.6,4548.5,-39.4,4623.5,1,615,2.42,848,2.73,4023.2,3741.7,5007.7
26,3,"p.prov.mono","201 regex rules ⟶ e5 embeddings ⟶ fine-tuned setfit macro-f1 0.9791 ","in .1 .26 s 1.03 | out .84 1.02 y -4 s .985 | drift 8",4597,190,3866.5,730.7,4004.5,594.5,784.3,4640.5,-47.5,4796.5,1,636,2.45,930,2.84,4168.7,3741.7,5007.7
27,3,"p.handoff","↳ the sorted mail lands in the case file ↗ · source ↗ · live build ↗","in .0 .11 s 1.04 | out .9 1.02 y -3 s .985 | drift 6",4805,57,3966.5,839.7,4049.5,757.3,814.8,4783.5,17.3,4873.5,1,734,2.58,907,2.81,4310.2,3741.7,5007.7
28,3,"figure.plate","inboxrulese5 similaritygated setfitappliedinterviewrejectedneeds-rev","in .04 .43 x 10 y 6 s .955 t 4 | out .84 1.02 y -7 s .985 | drift 9",4888,540,4118.5,835,4390.5,500.4,1040.3,5232.5,-350.1,5441.5,1,842,1.12,1323,3.36,4634.7,3741.7,5007.7
29,4,"p.kicker","¶ 05 · second station — 12:06","in .04 .22 s 1.05 r 1.2 | out .96 1.06 y -4 s .97 | drift 6",5678,19,4877.5,798,5007.5,671.8,690.8,5671.5,1.8,5743.5,1,664,2.49,866,2.75,5164.2,5007.7,6273.7
30,4,"h2","Cadence.","in .06 .26 x 9 | out .96 1.06 y -4 s .985 | drift 22",5715,36,4934.5,788.9,5081.5,637.9,673.5,5724.5,-22.1,5798.5,1,643,2.46,864,2.75,5209.7,5007.7,6273.7
31,4,"p.bright","Plans, the way you’d say them out loud.","in .08 .29 x 7 | out .96 1.06 y -4 s .985 | drift 18",5768,52,5006.5,768.1,5164.5,606.6,658.6,5793.5,-35.9,5868.5,1,629,2.44,862,2.75,5270.7,5007.7,6273.7
32,4,"p.mutedln","Type a sentence; it becomes the event — attendees, Meet link and all","in .1 .31 x 6 | out .96 1.06 y -4 s .985 | drift 16",5828,57,5085.5,747.6,5243.5,587.1,644.1,5858.5,-39.9,5933.5,1,615,2.42,848,2.73,5333.2,5007.7,6273.7
33,4,"p.prov.mono","1,145 automated tests — 634 frontend + 511 backend 4-stage parse — c","in .1 .26 s 1.03 | out .84 1.02 y -4 s .985 | drift 8",5907,237,5181.5,724.5,5326.5,582,819.2,5991.5,-89,6154.5,1,665,2.49,973,2.9,5502.2,5007.7,6273.7
34,4,"p.handoff","↳ the committed plan lands in the case file ↗ · source ↗ · live buil","in .0 .11 s 1.04 | out .9 1.02 y -3 s .985 | drift 6",6162,57,5323.5,839.7,5406.5,757.3,814.8,6140.5,17.3,6230.5,1,734,2.58,907,2.81,5667.2,5007.7,6273.7
35,4,"figure.plate","“lunch with Sam next Tuesday at noon, add a Meet.” motuwethfrsasu sa","in .04 .43 x -10 y 6 s .955 t 4 | out .84 1.02 y -7 s .985 | drift 9",6245,405,5470.5,837,5746.5,501.4,906.8,6473.5,-234.1,6661.5,1,727,0.97,1191,3.19,5924.2,5007.7,6273.7
36,5,"p.kicker","¶ 06 · third station — 15:23","in .04 .22 s 1.05 r -1.2 | out .96 1.06 y -4 s .97 | drift 6",6848,19,6047.5,797.9,6177.5,671.7,690.7,6841.5,1.7,6913.5,1,664,0.89,866,1.15,6334.2,6273.7,7957.7
37,5,"h2","Glyph.","in .06 .26 x -9 | out .96 1.06 y -4 s .985 | drift 22",6885,36,6104.5,788.8,6251.5,637.8,673.4,6894.5,-22.2,6968.5,1,643,0.86,864,1.15,6379.7,6273.7,7957.7
38,5,"p.bright","No frameworks. Just math, memory, and C++.","in .08 .29 x -7 | out .96 1.06 y -4 s .985 | drift 18",6938,52,6176.5,768,6334.5,606.5,658.5,6963.5,-36,7038.5,1,629,0.84,862,1.15,6440.7,6273.7,7957.7
39,5,"p.mutedln","The network below is awake in this tab — 45.9 KB of WebAssembly, no ","in .1 .31 x -6 | out .96 1.06 y -4 s .985 | drift 16",6998,86,6258.5,744.5,6422.5,578,663.5,7056.5,-68,7134.5,1,634,0.85,876,2.77,6517.7,6273.7,7957.7
40,5,"p.prov.mono","97.01% on the 10,000-image mnist test set — 9,701/10,000 · macro-f1 ","in .1 .26 s 1.03 | out .84 1.02 y -4 s .985 | drift 8",7106,142,6369.5,736.2,6502.5,604.4,746.7,7108.5,-7.6,7257.5,1,606,0.81,888,2.78,6653.7,6273.7,7957.7
41,5,"p.handoff","↳ your sample’s reader lands in the case file ↗ · source ↗ · live bu","in .0 .11 s 1.04 | out .9 1.02 y -3 s .985 | drift 6",7266,57,6427.5,839.1,6510.5,756.8,814.2,7244.5,16.8,7334.5,1,734,2.58,907,2.81,6771.2,6273.7,7957.7
42,5,"figure.plate","draw a digit 0–9— the run needs a sample ● awake · local clear input","in .04 .48 x 10 y 6 s .955 t 4 | out .84 1.02 y -7 s .985 | drift 9",7349,1082,6599.5,826.7,6853.5,498.8,1580.9,8158.5,-815.7,8449.5,1,1305,3.34,1850,4.07,7366.7,6273.7,7957.7
43,6,"p.kicker","¶ 07 · fourth station — 19:36","in .04 .22 s 1.05 r 1.2 | out .96 1.06 y -4 s .97 | drift 6",8532,19,7731.5,797.8,7861.5,671.7,690.7,8525.5,1.7,8597.5,1,664,0.89,866,1.15,8018.2,7957.7,9441.7
44,6,"h2","jetpack-compress.","in .06 .26 x 9 | out .96 1.06 y -4 s .985 | drift 22",8569,36,7788.5,788.8,7935.5,637.8,673.4,8578.5,-22.3,8652.5,1,643,0.86,864,1.15,8063.7,7957.7,9441.7
45,6,"p.bright","One gzip stream, many virtual threads.","in .08 .29 x 7 | out .96 1.06 y -4 s .985 | drift 18",8622,52,7860.5,768,8018.5,606.5,658.5,8647.5,-36,8722.5,1,629,0.84,862,2.75,8124.7,7957.7,9441.7
46,6,"p.mutedln","The stream splits, the threads compress in parallel, and the lanes s","in .1 .31 x 6 | out .96 1.06 y -4 s .985 | drift 16",8682,57,7939.5,747.5,8097.5,587,644,8712.5,-40,8787.5,1,615,2.42,848,2.73,8187.2,7957.7,9441.7
47,6,"p.prov.mono","6.5× single-threaded java.util.zip — 455 vs 66 mb/s (99% ci bound; p","in .1 .26 s 1.03 | out .84 1.02 y -4 s .985 | drift 8",8761,213,8032.5,727.6,8174.5,587.8,801.3,8824.5,-68.2,8983.5,1,650,2.47,951,2.87,8344.2,7957.7,9441.7
48,6,"div.gzrow","gzip a sample in this tab","in .05 .19 y 4 s .97 | out .88 1.02 y -4 s .985 | drift 12",8989,32,8196.5,830.7,8298.5,694.7,726.7,8928.5,53.7,9031.5,1,630,2.44,835,2.71,8481.7,7957.7,9441.7
49,6,"p.mono","browser gzip on this page’s own html — an illustration, not jetpack’","in .03 .12 y 3 | out .9 1.02 y -3 s .985 | drift 10",9029,37,8216.5,841.2,8282.5,750.2,787.2,8988.5,34.7,9077.5,1,706,2.54,861,2.75,8524.2,7957.7,9441.7
50,6,"p.handoff","↳ the member lands in the readme @ af2c4b1 ↗ · source ↗ · live build","in .0 .11 s 1.04 | out .9 1.02 y -3 s .985 | drift 6",9084,57,8245.5,839.1,8328.5,756.8,814.2,9062.5,16.8,9152.5,1,734,2.58,907,2.81,8589.2,7957.7,9441.7
51,6,"figure.plate","byte streamvt-0vt-1vt-2vt-3deflateone gzip member — byte-valid the s","in .04 .47 x -10 y 6 s .955 t 4 | out .84 1.02 y -7 s .985 | drift 9",9167,748,8405.5,831.1,8670.5,499.3,1247.6,9689.5,-528.7,9929.5,1,1019,2.96,1524,3.63,9017.7,7957.7,9441.7
52,7,"p.kicker","¶ 08 · the honest hour — 21:07","in .05 .28 s 1.05 r 1.2 | out .48 .58 y 4 s .97 | drift 6",10016,19,9187.5,826.6,9293.5,723.9,742.9,,,,1,,,7652.5,16.6,9502.2,9441.7,11649.7
53,7,"h2.prose-h","LifeQuest. A prototype, told honestly.","in .07 .32 y 5 | out .48 .58 y 4 s .985 | drift 14",10053,68,9224.5,876,9330.5,728,795.8,,,,1,,,7615.5,16.55,9563.7,9441.7,11649.7
54,7,"p.mutedln","Job-seeking turned into missions so momentum survives the grind — a ","in .1 .36 y 5 | out .48 .58 y 4 s .985 | drift 12",10130,171,9310.5,866.4,9465.5,668.9,839.9,,,,1,,,7529.5,16.44,9692.2,9441.7,11649.7
55,7,"div.quests","01—mission card — playable… 02—tier ladder — working… 03—full-stack ","in .12 .38 y 6 s .97 | out .48 .58 y 4 s .985 | drift 10",10333,261,9603.5,786.8,9758.5,577.9,839.4,,,,1,,,7236.5,16.05,9940.2,9441.7,11649.7
56,7,"p.handoff","↳ no case file — a prototype has nothing to argue yet · source ↗ · l","in .14 .4 s 1.04 | out .48 .58 y 4 s .97 | drift 6",10612,57,9783.5,829.8,9889.5,724,781.4,,,,1,,,7056.5,15.81,10117.2,9441.7,11649.7
57,7,"p.mono","dusk. the light is the record: what shipped is lit, what didn’t stay","in .84 .95 y 4 | out 2 2.5 | drift 0",11531,41,11120.5,443,11233.5,297.5,338.7,,,,1,,,5719.5,12.43,11028.2,9441.7,11649.7
58,7,"figure.plate.bare","01✓02✓03✓04held05held fig. 08 — the ladder is the ledger: three step","in .08 .34 y 6 s .96 t 4 | out .48 .58 y 4 s .985 | drift 9",11597,525,10958.5,701.8,11113.5,486.8,1011.9,11449.5,148.3,11618.5,1,336,0.45,660,0.88,11336.2,9441.7,11649.7
59,8,"p.kicker","¶ 09 · last station — 22:05","in .04 .22 s 1.05 r 1.2 | out .96 1.06 y -4 s .97 | drift 6",12224,19,11423.5,797.9,11553.5,671.7,690.7,12217.5,1.7,12289.5,1,664,0.89,866,1.15,11710.2,11649.7,13503.7
60,8,"h2","Agentic AutoML.","in .06 .26 x 9 | out .96 1.06 y -4 s .985 | drift 22",12261,36,11480.5,788.8,11627.5,637.8,673.4,12270.5,-22.2,12344.5,1,643,0.86,864,1.15,11755.7,11649.7,13503.7
61,8,"p.bright","It runs the whole lifecycle — and refuses to finish alone.","in .08 .29 x 7 | out .96 1.06 y -4 s .985 | drift 18",12314,52,11552.5,768,11710.5,606.5,658.5,12339.5,-36,12414.5,1,629,0.84,862,1.15,11816.7,11649.7,13503.7
62,8,"p.mutedln","The senior-design flagship: a LangGraph agent that works a notebook ","in .1 .31 x 6 | out .96 1.06 y -4 s .985 | drift 16",12374,114,11637.5,741.5,11806.5,570,684,12459.5,-95,12539.5,1,653,0.87,902,1.2,11907.7,11649.7,13503.7
63,8,"p.prov.mono","seven phases mirror the ml lifecycle · a human gate at every step 12","in .1 .26 s 1.03 | out .84 1.02 y -4 s .985 | drift 8",12510,261,11786.5,721.9,11934.5,576.9,837.8,12614.5,-109.1,12781.5,1,680,2.51,995,2.93,12117.2,11649.7,13503.7
64,8,"p.mono","no accuracy figure is quoted here because none is claimed — the work","in .03 .12 y 3 | out .9 1.02 y -3 s .985 | drift 10",12779,74,11967.5,840.3,12036.5,746.3,820.2,12772.5,0.8,12864.5,1,736,2.58,897,2.8,12292.7,11649.7,13503.7
65,8,"p.handoff","↳ the halted run lands in the case file ↗ · the repo, public — gpl-3","in .0 .11 s 1.04 | out .9 1.02 y -3 s .985 | drift 6",12871,57,12032.5,839.1,12115.5,756.8,814.3,12849.5,16.8,12939.5,1,734,2.58,907,2.81,12376.2,11649.7,13503.7
66,8,"figure.plate","langgraph supervisoragentic core · gpt-5.4✓✓✓✓✓✓the notebook, worked","in .04 .46 x -10 y 6 s .955 t 4 | out .84 1.02 y -7 s .985 | drift 9",12954,1023,12202.5,827.4,12458.5,498.8,1521.8,13713.5,-765.7,13994.5,1,1255,3.27,1792,3.99,12942.2,11649.7,13503.7
67,9,"p.kicker","¶ 10 · the review — 22:23","in .04 .22 s 1.05 r -1.2 | out .96 1.06 y -4 s .97 | drift 6",14144,19,13343.5,798.5,13473.5,672.3,691.3,14137.5,2.3,14209.5,1,664,2.49,866,2.75,13630.2,13503.7,14769.7
68,9,"h2","How I work.","in .06 .26 x -9 | out .96 1.06 y -4 s .985 | drift 22",14181,36,13400.5,789.4,13547.5,638.4,674,14190.5,-21.6,14264.5,1,643,2.46,864,2.75,13675.7,13503.7,14769.7
69,9,"p.mutedln","The run is nearly in. Before the gate, the discipline that drove it ","in .08 .29 x -6 | out .96 1.06 y -4 s .985 | drift 16",14224,86,13465.5,765,13629.5,598,683.5,14282.5,-67,14360.5,1,653,2.47,895,2.79,13743.7,13503.7,14769.7
70,9,"div.litany","Make it learn. 271 backend tests — jobtracker validation ledger ↗ Ma","in .09 .28 y 5 s .97 | out .96 1.06 y -4 s .985 | drift 14",14335,271,13603.5,783.1,13781.5,558.1,828.8,14572.5,-244.9,14666.5,1,791,2.65,1063,3.02,13947.2,13503.7,14769.7
71,9,"figure.plate","the reviewer’s marksthree real gates · dispositions honest classifie","in .04 .44 x 10 y 6 s .955 t 4 | out .84 1.02 y -7 s .985 | drift 9",14632,544,13862.5,835.1,14134.5,500.4,1044,14979.5,-353.1,15189.5,1,845,2.73,1327,3.37,14380.7,13503.7,14769.7
72,10,"p.kicker","¶ 11 · the approval gate — 22:41","in .04 .26 s 1.05 r -1.2 | out 2 2.5 | drift 0",15361,19,14562.5,793.1,14721.5,638.4,657.4,,,,1,,,2277.5,4.64,14847.2,14769.7,16823.7
73,10,"h2","Every pipeline I build ends with a human decision.","in .06 .3 y 5 | out 2 2.5 | drift 0",15398,109,14624.5,814,14816.5,581,689.8,,,,1,,,2215.5,4.55,14929.2,14769.7,16823.7
74,10,"p.mutedln","This one ends with yours.","in .09 .34 y 5 | out 2 2.5 | drift 0",15518,30,14765.5,792.5,14948.5,569,599.4,,,,1,,,2074.5,4.37,15009.7,14769.7,16823.7
75,10,"ul.ladder","06:12 · the start 06:58 · who 07:52 · the yard 08:47 · applied 12:06","in .12 .4 y 6 s .97 | out 2 2.5 | drift 0",15580,374,14895.5,739,15091.5,488.9,862.7,,,,1,,,1944.5,4.19,15243.7,14769.7,16823.7
76,10,"p.mono","the run token you have been following halts here. it will wait as lo","in .2 .48 y 4 | out 2 2.5 | drift 0",15979,62,15327.5,684.3,15494.5,484.8,546.6,,,,1,,,1512.5,3.62,15486.7,14769.7,16823.7
77,10,"div.gatecard","run 042 — the manifest, complete. one day · eleven stops · six stati","in .1 .4 y 10 s .975 | out 2 2.5 | drift 0",16073,842,15410.5,755.6,15586.5,488.1,1330,,,,1,,,1429.5,3.51,15970.7,14769.7,16823.7
78,10,"footer","end of scroll, not of story · © 2026 ayush yadav — cincinnati, oh · ","in .06 .24 y 5 | out 2 2.5 | drift 0",17016,263,16250.5,806.3,16417.5,598.8,862.2,,,,1,,,589.5,0.79,16624.2,14769.7,16823.7
